"stationId","availableBikes","availableDocks","t"
"394","2","16","2021-10-17 14:20:02"
"395","10","4","2021-10-17 14:20:02"
"396","0","16","2021-10-17 14:20:02"
"397","0","16","2021-10-17 14:20:02"
"398","5","25","2021-10-17 14:20:02"
"399","17","6","2021-10-17 14:20:02"
"400","7","19","2021-10-17 14:20:02"
"401","22","2","2021-10-17 14:20:02"
"402","0","14","2021-10-17 14:20:02"
"403","1","15","2021-10-17 14:20:02"
"404","6","6","2021-10-17 14:20:02"
"405","5","10","2021-10-17 14:20:02"
"409","26","15","2021-10-17 14:20:02"
"410","3","61","2021-10-17 14:20:02"
"411","19","0","2021-10-17 14:20:02"
"412","10","6","2021-10-17 14:20:02"
"419","6","9","2021-10-17 14:20:02"
"420","37","0","2021-10-17 14:20:02"
"421","1","44","2021-10-17 14:20:02"
"423","31","0","2021-10-17 14:20:02"
"424","12","16","2021-10-17 14:20:02"
"426","0","17","2021-10-17 14:20:02"
"427","1","42","2021-10-17 14:20:02"
"428","8","12","2021-10-17 14:20:02"
"430","4","12","2021-10-17 14:20:02"
"431","19","1","2021-10-17 14:20:02"
"432","10","0","2021-10-17 14:20:02"
"433","1","31","2021-10-17 14:20:02"
"435","15","8","2021-10-17 14:20:02"
"436","5","31","2021-10-17 14:20:02"
"437","22","4","2021-10-17 14:20:02"
"439","5","17","2021-10-17 14:20:02"
"440","18","15","2021-10-17 14:20:02"
"441","10","14","2021-10-17 14:20:02"
"442","14","10","2021-10-17 14:20:02"
"443","12","18","2021-10-17 14:20:02"
"444","2","21","2021-10-17 14:20:02"
"445","16","10","2021-10-17 14:20:02"
"446","25","2","2021-10-17 14:20:02"
"447","9","44","2021-10-17 14:20:02"
"448","32","4","2021-10-17 14:20:02"
"449","21","14","2021-10-17 14:20:02"
"450","8","20","2021-10-17 14:20:02"
"451","1","15","2021-10-17 14:20:02"
"452","20","4","2021-10-17 14:20:02"
"453","23","1","2021-10-17 14:20:02"
"454","10","10","2021-10-17 14:20:02"
"455","16","0","2021-10-17 14:20:02"
"456","32","0","2021-10-17 14:20:02"
"457","25","4","2021-10-17 14:20:02"
"458","21","6","2021-10-17 14:20:02"
"459","13","4","2021-10-17 14:20:02"
"460","25","8","2021-10-17 14:20:02"
"461","12","14","2021-10-17 14:20:02"
"462","15","30","2021-10-17 14:20:02"
"463","4","18","2021-10-17 14:20:02"
"464","17","8","2021-10-17 14:20:02"
"465","4","23","2021-10-17 14:20:02"
"466","1","20","2021-10-17 14:20:02"
"467","0","16","2021-10-17 14:20:02"
"468","3","21","2021-10-17 14:20:02"
"469","22","22","2021-10-17 14:20:02"
"470","4","42","2021-10-17 14:20:02"
"471","1","18","2021-10-17 14:20:02"
"472","2","19","2021-10-17 14:20:02"
"473","17","0","2021-10-17 14:20:02"
"474","13","6","2021-10-17 14:20:02"
"475","12","19","2021-10-17 14:20:02"
"476","15","12","2021-10-17 14:20:02"
"477","24","11","2021-10-17 14:20:02"
"478","12","8","2021-10-17 14:20:02"
"479","3","17","2021-10-17 14:20:02"
"480","9","16","2021-10-17 14:20:02"
"481","34","0","2021-10-17 14:20:02"
"482","11","2","2021-10-17 14:20:02"
"483","17","16","2021-10-17 14:20:02"
"484","3","21","2021-10-17 14:20:02"
"485","0","23","2021-10-17 14:20:02"
"486","7","28","2021-10-17 14:20:02"
"487","9","14","2021-10-17 14:20:02"
"488","7","15","2021-10-17 14:20:02"
"489","1","31","2021-10-17 14:20:02"
"490","18","27","2021-10-17 14:20:02"
"491","19","26","2021-10-17 14:20:02"
"492","15","23","2021-10-17 14:20:02"
"494","27","8","2021-10-17 14:20:02"
"495","11","28","2021-10-17 14:20:02"
"497","16","11","2021-10-17 14:20:02"
"498","23","18","2021-10-17 14:20:02"
"499","0","36","2021-10-17 14:20:02"
"500","23","18","2021-10-17 14:20:02"
"501","19","5","2021-10-17 14:20:02"
"502","7","13","2021-10-17 14:20:02"
"503","28","8","2021-10-17 14:20:02"
"504","14","15","2021-10-17 14:20:02"
"505","2","27","2021-10-17 14:20:02"
"506","4","19","2021-10-17 14:20:02"
"507","4","27","2021-10-17 14:20:02"
"508","17","1","2021-10-17 14:20:02"
"509","0","19","2021-10-17 14:20:02"
"510","37","3","2021-10-17 14:20:02"
"511","23","10","2021-10-17 14:20:02"
"512","14","16","2021-10-17 14:20:02"
"513","2","49","2021-10-17 14:20:02"
"514","9","8","2021-10-17 14:20:02"
"515","5","19","2021-10-17 14:20:02"
"516","17","1","2021-10-17 14:20:02"
"517","3","14","2021-10-17 14:20:02"
"518","8","22","2021-10-17 14:20:02"
"519","11","22","2021-10-17 14:20:02"
"520","1","20","2021-10-17 14:20:02"
"521","12","7","2021-10-17 14:20:02"
"522","22","14","2021-10-17 14:20:02"
"523","17","7","2021-10-17 14:20:02"
"524","0","36","2021-10-17 14:20:02"
"526","9","17","2021-10-17 14:20:02"
"527","14","6","2021-10-17 14:20:02"
"528","0","16","2021-10-17 14:20:02"
"529","6","11","2021-10-17 14:20:02"
"530","16","2","2021-10-17 14:20:02"
"531","6","15","2021-10-17 14:20:02"
"532","6","56","2021-10-17 14:20:02"
"533","27","0","2021-10-17 14:20:02"
"534","27","0","2021-10-17 14:20:02"
"535","10","14","2021-10-17 14:20:02"
"536","22","13","2021-10-17 14:20:02"
"537","9","8","2021-10-17 14:20:02"
"538","13","7","2021-10-17 14:20:02"
"539","11","10","2021-10-17 14:20:02"
"540","13","9","2021-10-17 14:20:02"
"541","2","25","2021-10-17 14:20:02"
"542","30","3","2021-10-17 14:20:02"
"543","10","11","2021-10-17 14:20:02"
"544","0","21","2021-10-17 14:20:02"
"545","8","16","2021-10-17 14:20:02"
"546","0","21","2021-10-17 14:20:02"
"547","25","25","2021-10-17 14:20:02"
"548","24","2","2021-10-17 14:20:02"
"549","25","19","2021-10-17 14:20:02"
"550","1","22","2021-10-17 14:20:02"
"551","34","4","2021-10-17 14:20:02"
"552","4","23","2021-10-17 14:20:02"
"553","8","15","2021-10-17 14:20:02"
"554","14","2","2021-10-17 14:20:02"
"556","15","12","2021-10-17 14:20:02"
"557","0","20","2021-10-17 14:20:02"
"558","1","22","2021-10-17 14:20:02"
"559","5","19","2021-10-17 14:20:02"
"560","4","17","2021-10-17 14:20:02"
"561","22","0","2021-10-17 14:20:02"
"562","9","12","2021-10-17 14:20:02"
"563","18","7","2021-10-17 14:20:02"
"564","18","21","2021-10-17 14:20:02"
"565","4","12","2021-10-17 14:20:02"
"566","25","17","2021-10-17 14:20:02"
"568","1","17","2021-10-17 14:20:02"
"569","5","25","2021-10-17 14:20:02"
"570","31","4","2021-10-17 14:20:02"
"571","27","1","2021-10-17 14:20:02"
"572","19","15","2021-10-17 14:20:02"
"573","4","14","2021-10-17 14:20:02"
"574","18","27","2021-10-17 14:20:02"
"576","8","14","2021-10-17 14:20:02"
"577","12","8","2021-10-17 14:20:02"
"578","3","29","2021-10-17 14:20:02"
"579","0","36","2021-10-17 14:20:02"
"580","11","25","2021-10-17 14:20:02"
"581","1","16","2021-10-17 14:20:02"
"583","10","9","2021-10-17 14:20:02"
"584","1","18","2021-10-17 14:20:02"
"586","23","8","2021-10-17 14:20:02"
"587","1","18","2021-10-17 14:20:02"
"588","10","17","2021-10-17 14:20:02"
"589","8","10","2021-10-17 14:20:02"
"590","1","25","2021-10-17 14:20:02"
"592","1","19","2021-10-17 14:20:02"
"593","20","1","2021-10-17 14:20:02"
"594","15","18","2021-10-17 14:20:02"
"595","17","5","2021-10-17 14:20:02"
"596","12","7","2021-10-17 14:20:02"
"597","5","22","2021-10-17 14:20:02"
"598","20","16","2021-10-17 14:20:02"
"599","3","23","2021-10-17 14:20:02"
"600","12","8","2021-10-17 14:20:02"
"601","11","23","2021-10-17 14:20:02"
"602","7","35","2021-10-17 14:20:02"
"603","24","20","2021-10-17 14:20:02"
"604","1","17","2021-10-17 14:20:02"
"605","5","24","2021-10-17 14:20:02"
"606","3","23","2021-10-17 14:20:02"
"607","13","6","2021-10-17 14:20:02"
"608","13","17","2021-10-17 14:20:02"
"609","3","16","2021-10-17 14:20:02"
"610","1","15","2021-10-17 14:20:02"
"611","12","8","2021-10-17 14:20:02"
"612","14","14","2021-10-17 14:20:02"
"613","23","0","2021-10-17 14:20:02"
"614","9","11","2021-10-17 14:20:02"
"615","9","14","2021-10-17 14:20:02"
"616","3","19","2021-10-17 14:20:02"
"617","9","12","2021-10-17 14:20:02"
"618","24","0","2021-10-17 14:20:02"
"619","23","19","2021-10-17 14:20:02"
"620","5","22","2021-10-17 14:20:02"
"621","26","5","2021-10-17 14:20:02"
"622","12","17","2021-10-17 14:20:02"
"623","6","15","2021-10-17 14:20:02"
"624","15","25","2021-10-17 14:20:02"
"625","0","28","2021-10-17 14:20:02"
"626","7","16","2021-10-17 14:20:02"
"627","4","16","2021-10-17 14:20:02"
"628","4","22","2021-10-17 14:20:02"
"629","15","13","2021-10-17 14:20:02"
"630","19","8","2021-10-17 14:20:02"
"631","21","3","2021-10-17 14:20:02"
"632","4","23","2021-10-17 14:20:02"
"633","4","27","2021-10-17 14:20:02"
"634","28","5","2021-10-17 14:20:02"
"635","1","33","2021-10-17 14:20:02"
"636","13","14","2021-10-17 14:20:02"
"637","9","14","2021-10-17 14:20:02"
"638","19","9","2021-10-17 14:20:02"
"639","1","24","2021-10-17 14:20:02"
"640","2","25","2021-10-17 14:20:02"
"641","20","3","2021-10-17 14:20:02"
"642","9","26","2021-10-17 14:20:02"
"643","10","12","2021-10-17 14:20:02"
"644","10","26","2021-10-17 14:20:02"
"645","19","2","2021-10-17 14:20:02"
"646","3","11","2021-10-17 14:20:02"
"647","21","5","2021-10-17 14:20:02"
"648","1","29","2021-10-17 14:20:02"
"649","4","18","2021-10-17 14:20:02"
"650","18","3","2021-10-17 14:20:02"
"651","16","9","2021-10-17 14:20:02"
"652","19","10","2021-10-17 14:20:02"
"653","10","14","2021-10-17 14:20:02"
"654","13","21","2021-10-17 14:20:02"
"655","10","15","2021-10-17 14:20:02"
"656","23","5","2021-10-17 14:20:02"
"657","1","20","2021-10-17 14:20:02"
"658","15","14","2021-10-17 14:20:02"
"659","0","34","2021-10-17 14:20:02"
"660","0","22","2021-10-17 14:20:02"
"661","25","11","2021-10-17 14:20:02"
"662","15","9","2021-10-17 14:20:02"
"663","12","12","2021-10-17 14:20:02"
"664","2","21","2021-10-17 14:20:02"
"665","20","2","2021-10-17 14:20:02"
"667","17","17","2021-10-17 14:20:02"
"668","23","1","2021-10-17 14:20:02"
"669","36","2","2021-10-17 14:20:02"
"670","8","20","2021-10-17 14:20:02"
"671","6","49","2021-10-17 14:20:02"
"673","1","35","2021-10-17 14:20:02"
"674","10","30","2021-10-17 14:20:02"
"675","8","22","2021-10-17 14:20:02"
"676","17","18","2021-10-17 14:20:02"
"677","7","20","2021-10-17 14:20:02"
"678","12","18","2021-10-17 14:20:02"
"679","2","24","2021-10-17 14:20:02"
"680","2","25","2021-10-17 14:20:02"
"681","6","40","2021-10-17 14:20:02"
"682","31","13","2021-10-17 14:20:02"
"683","4","24","2021-10-17 14:20:02"
"684","3","29","2021-10-17 14:20:02"
"685","7","22","2021-10-17 14:20:02"
"686","10","16","2021-10-17 14:20:02"
"688","1","25","2021-10-17 14:20:02"
"689","2","28","2021-10-17 14:20:02"
"690","18","6","2021-10-17 14:20:02"
"691","15","9","2021-10-17 14:20:02"
"692","9","13","2021-10-17 14:20:02"
"693","18","0","2021-10-17 14:20:02"
"694","16","4","2021-10-17 14:20:02"
"695","18","2","2021-10-17 14:20:02"
"696","1","19","2021-10-17 14:20:02"
"697","1","24","2021-10-17 14:20:02"
"698","25","10","2021-10-17 14:20:02"
"699","10","29","2021-10-17 14:20:02"
"700","0","25","2021-10-17 14:20:02"
"701","15","15","2021-10-17 14:20:02"
"702","20","4","2021-10-17 14:20:02"
"703","1","24","2021-10-17 14:20:02"
"704","11","6","2021-10-17 14:20:02"
"705","2","23","2021-10-17 14:20:02"
"706","30","1","2021-10-17 14:20:02"
"707","6","24","2021-10-17 14:20:02"
"708","12","21","2021-10-17 14:20:02"
"709","10","13","2021-10-17 14:20:02"
"710","0","20","2021-10-17 14:20:02"
"711","9","22","2021-10-17 14:20:02"
"712","14","8","2021-10-17 14:20:02"
"713","14","8","2021-10-17 14:20:02"
"714","14","14","2021-10-17 14:20:02"
"715","8","13","2021-10-17 14:20:02"
"716","22","2","2021-10-17 14:20:02"
"717","18","23","2021-10-17 14:20:02"
"718","21","23","2021-10-17 14:20:02"
"719","2","32","2021-10-17 14:20:02"
"720","3","17","2021-10-17 14:20:02"
"721","3","15","2021-10-17 14:20:02"
"722","3","16","2021-10-17 14:20:02"
"723","4","44","2021-10-17 14:20:02"
"724","2","26","2021-10-17 14:20:02"
"725","6","17","2021-10-17 14:20:02"
"726","1","21","2021-10-17 14:20:02"
"727","17","5","2021-10-17 14:20:02"
"728","2","27","2021-10-17 14:20:02"
"729","2","22","2021-10-17 14:20:02"
"731","8","28","2021-10-17 14:20:02"
"732","4","15","2021-10-17 14:20:02"
"733","11","7","2021-10-17 14:20:02"
"734","10","20","2021-10-17 14:20:02"
"735","21","6","2021-10-17 14:20:02"
"736","14","14","2021-10-17 14:20:02"
"737","16","8","2021-10-17 14:20:02"
"738","10","27","2021-10-17 14:20:02"
"739","13","12","2021-10-17 14:20:02"
"740","19","7","2021-10-17 14:20:02"
"741","12","11","2021-10-17 14:20:02"
"742","14","8","2021-10-17 14:20:02"
"743","4","24","2021-10-17 14:20:02"
"744","12","18","2021-10-17 14:20:02"
"745","8","21","2021-10-17 14:20:02"
"746","2","22","2021-10-17 14:20:02"
"747","7","17","2021-10-17 14:20:02"
"748","1","24","2021-10-17 14:20:02"
"749","7","30","2021-10-17 14:20:02"
"750","17","7","2021-10-17 14:20:02"
"751","5","19","2021-10-17 14:20:02"
"754","9","15","2021-10-17 14:20:02"
"755","11","13","2021-10-17 14:20:02"
"756","3","18","2021-10-17 14:20:02"
"757","1","23","2021-10-17 14:20:02"
"758","2","21","2021-10-17 14:20:02"
"759","8","10","2021-10-17 14:20:02"
"760","0","18","2021-10-17 14:20:02"
"761","10","13","2021-10-17 14:20:02"
"762","10","8","2021-10-17 14:20:02"
"763","1","45","2021-10-17 14:20:02"
"764","14","17","2021-10-17 14:20:02"
"765","13","25","2021-10-17 14:20:02"
"766","15","10","2021-10-17 14:20:02"
"767","8","22","2021-10-17 14:20:02"
"768","20","16","2021-10-17 14:20:02"
"769","5","16","2021-10-17 14:20:02"
"770","23","6","2021-10-17 14:20:02"
"771","10","11","2021-10-17 14:20:02"
"772","20","15","2021-10-17 14:20:02"
"773","4","20","2021-10-17 14:20:02"
"774","10","9","2021-10-17 14:20:02"
"775","27","5","2021-10-17 14:20:02"
"776","16","4","2021-10-17 14:20:02"
"777","10","11","2021-10-17 14:20:02"
"779","2","26","2021-10-17 14:20:02"
"780","15","8","2021-10-17 14:20:02"
"781","27","2","2021-10-17 14:20:02"
"782","6","16","2021-10-17 14:20:02"
"783","12","15","2021-10-17 14:20:02"
"784","0","33","2021-10-17 14:20:02"
"785","1","60","2021-10-17 14:20:02"
"786","5","39","2021-10-17 14:20:02"
"787","0","35","2021-10-17 14:20:02"
"789","1","39","2021-10-17 14:20:02"
"790","4","23","2021-10-17 14:20:02"
"792","25","17","2021-10-17 14:20:02"
"793","14","13","2021-10-17 14:20:02"
"794","21","1","2021-10-17 14:20:02"
"795","0","29","2021-10-17 14:20:02"
"796","0","29","2021-10-17 14:20:02"
"797","15","15","2021-10-17 14:20:02"
"798","22","5","2021-10-17 14:20:02"
"799","5","19","2021-10-17 14:20:02"
"800","6","21","2021-10-17 14:20:02"
"801","23","6","2021-10-17 14:20:02"
"802","19","13","2021-10-17 14:20:02"
"803","13","9","2021-10-17 14:20:02"
"804","18","9","2021-10-17 14:20:02"
"805","2","16","2021-10-17 14:20:02"
"806","2","25","2021-10-17 14:20:02"
"807","13","9","2021-10-17 14:20:02"
"808","9","19","2021-10-17 14:20:02"
"809","4","24","2021-10-17 14:20:02"
"810","17","13","2021-10-17 14:20:02"
"811","16","17","2021-10-17 14:20:02"
"812","28","0","2021-10-17 14:20:02"
"813","16","21","2021-10-17 14:20:02"
"814","11","18","2021-10-17 14:20:02"
"815","31","3","2021-10-17 14:20:02"
"816","7","21","2021-10-17 14:20:02"
"817","12","13","2021-10-17 14:20:02"
"818","20","1","2021-10-17 14:20:02"
"819","36","2","2021-10-17 14:20:02"
"820","20","4","2021-10-17 14:20:02"
"821","8","19","2021-10-17 14:20:02"
"826","28","0","2021-10-17 14:20:02"
"827","22","2","2021-10-17 14:20:02"
"828","12","20","2021-10-17 14:20:02"
"829","16","8","2021-10-17 14:20:02"
"830","16","11","2021-10-17 14:20:02"
"831","21","3","2021-10-17 14:20:02"
"832","20","8","2021-10-17 14:20:02"
"833","23","16","2021-10-17 14:20:02"
"834","18","7","2021-10-17 14:20:02"
"835","0","22","2021-10-17 14:20:02"
"836","8","16","2021-10-17 14:20:02"
"838","0","25","2021-10-17 14:20:02"
"839","4","26","2021-10-17 14:20:02"
"840","20","2","2021-10-17 14:20:02"
"841","8","11","2021-10-17 14:20:02"
"842","9","14","2021-10-17 14:20:02"
"844","28","3","2021-10-17 14:20:02"
"845","28","2","2021-10-17 14:20:02"
"1","2","17","2021-10-17 14:30:01"
"2","9","26","2021-10-17 14:30:01"
"3","0","32","2021-10-17 14:30:01"
"4","16","6","2021-10-17 14:30:01"
"5","25","2","2021-10-17 14:30:01"
"6","15","3","2021-10-17 14:30:01"
"7","0","16","2021-10-17 14:30:01"
"8","17","22","2021-10-17 14:30:01"
"9","6","13","2021-10-17 14:30:01"
"10","3","15","2021-10-17 14:30:01"
"11","1","22","2021-10-17 14:30:01"
"12","4","43","2021-10-17 14:30:01"
"13","0","21","2021-10-17 14:30:01"
"14","13","30","2021-10-17 14:30:01"
"15","7","19","2021-10-17 14:30:01"
"17","6","19","2021-10-17 14:30:01"
"18","23","0","2021-10-17 14:30:01"
"19","15","13","2021-10-17 14:30:01"
"20","7","21","2021-10-17 14:30:01"
"22","1","18","2021-10-17 14:30:01"
"23","0","16","2021-10-17 14:30:01"
"24","3","31","2021-10-17 14:30:01"
"25","30","15","2021-10-17 14:30:01"
"26","1","19","2021-10-17 14:30:01"
"27","3","30","2021-10-17 14:30:01"
"28","16","2","2021-10-17 14:30:01"
"29","3","19","2021-10-17 14:30:01"
"30","4","17","2021-10-17 14:30:01"
"31","13","23","2021-10-17 14:30:01"
"32","0","0","2021-10-17 14:30:01"
"33","17","1","2021-10-17 14:30:01"
"34","1","15","2021-10-17 14:30:01"
"36","11","16","2021-10-17 14:30:01"
"37","3","13","2021-10-17 14:30:01"
"38","3","14","2021-10-17 14:30:01"
"39","1","39","2021-10-17 14:30:01"
"40","14","2","2021-10-17 14:30:01"
"41","7","17","2021-10-17 14:30:01"
"42","0","26","2021-10-17 14:30:01"
"43","4","14","2021-10-17 14:30:01"
"44","2","19","2021-10-17 14:30:01"
"45","2","24","2021-10-17 14:30:01"
"46","10","6","2021-10-17 14:30:01"
"47","1","18","2021-10-17 14:30:01"
"48","6","19","2021-10-17 14:30:01"
"49","1","15","2021-10-17 14:30:01"
"50","4","23","2021-10-17 14:30:01"
"51","0","29","2021-10-17 14:30:01"
"52","0","17","2021-10-17 14:30:01"
"53","3","15","2021-10-17 14:30:01"
"55","6","27","2021-10-17 14:30:01"
"56","4","11","2021-10-17 14:30:01"
"57","0","30","2021-10-17 14:30:01"
"58","14","3","2021-10-17 14:30:01"
"60","4","14","2021-10-17 14:30:01"
"61","5","27","2021-10-17 14:30:01"
"62","3","18","2021-10-17 14:30:01"
"63","0","27","2021-10-17 14:30:01"
"64","23","0","2021-10-17 14:30:01"
"66","0","40","2021-10-17 14:30:01"
"67","0","26","2021-10-17 14:30:01"
"68","10","16","2021-10-17 14:30:01"
"69","2","20","2021-10-17 14:30:01"
"70","1","23","2021-10-17 14:30:01"
"71","7","22","2021-10-17 14:30:01"
"72","8","7","2021-10-17 14:30:01"
"73","8","19","2021-10-17 14:30:01"
"74","16","0","2021-10-17 14:30:01"
"75","8","10","2021-10-17 14:30:01"
"76","10","11","2021-10-17 14:30:01"
"77","0","24","2021-10-17 14:30:01"
"78","1","16","2021-10-17 14:30:01"
"79","6","12","2021-10-17 14:30:01"
"80","2","43","2021-10-17 14:30:01"
"81","4","15","2021-10-17 14:30:01"
"82","7","8","2021-10-17 14:30:01"
"83","12","8","2021-10-17 14:30:01"
"84","2","23","2021-10-17 14:30:01"
"85","21","18","2021-10-17 14:30:01"
"86","7","17","2021-10-17 14:30:01"
"88","18","7","2021-10-17 14:30:01"
"89","0","18","2021-10-17 14:30:01"
"90","0","27","2021-10-17 14:30:01"
"91","9","10","2021-10-17 14:30:01"
"92","5","36","2021-10-17 14:30:01"
"93","11","26","2021-10-17 14:30:01"
"94","5","21","2021-10-17 14:30:01"
"95","3","12","2021-10-17 14:30:01"
"96","0","26","2021-10-17 14:30:01"
"97","2","14","2021-10-17 14:30:01"
"98","11","40","2021-10-17 14:30:01"
"99","12","4","2021-10-17 14:30:01"
"100","2","21","2021-10-17 14:30:01"
"101","2","18","2021-10-17 14:30:01"
"102","0","15","2021-10-17 14:30:01"
"103","9","9","2021-10-17 14:30:01"
"104","3","30","2021-10-17 14:30:01"
"105","5","20","2021-10-17 14:30:01"
"106","3","18","2021-10-17 14:30:01"
"107","4","15","2021-10-17 14:30:01"
"108","3","26","2021-10-17 14:30:01"
"109","38","18","2021-10-17 14:30:01"
"110","1","15","2021-10-17 14:30:01"
"111","24","3","2021-10-17 14:30:01"
"112","0","20","2021-10-17 14:30:01"
"113","5","14","2021-10-17 14:30:01"
"114","10","9","2021-10-17 14:30:01"
"115","4","30","2021-10-17 14:30:01"
"116","15","6","2021-10-17 14:30:01"
"117","1","24","2021-10-17 14:30:01"
"118","5","8","2021-10-17 14:30:01"
"119","10","8","2021-10-17 14:30:01"
"120","0","17","2021-10-17 14:30:01"
"121","3","18","2021-10-17 14:30:01"
"122","12","10","2021-10-17 14:30:01"
"123","8","9","2021-10-17 14:30:01"
"124","3","16","2021-10-17 14:30:01"
"125","13","8","2021-10-17 14:30:01"
"126","1","51","2021-10-17 14:30:01"
"127","4","13","2021-10-17 14:30:01"
"128","2","20","2021-10-17 14:30:01"
"129","13","5","2021-10-17 14:30:01"
"130","3","19","2021-10-17 14:30:01"
"131","0","16","2021-10-17 14:30:01"
"132","28","9","2021-10-17 14:30:01"
"133","17","1","2021-10-17 14:30:01"
"134","9","11","2021-10-17 14:30:01"
"135","6","12","2021-10-17 14:30:01"
"136","12","20","2021-10-17 14:30:01"
"138","9","10","2021-10-17 14:30:01"
"139","6","11","2021-10-17 14:30:01"
"140","9","24","2021-10-17 14:30:01"
"141","3","25","2021-10-17 14:30:01"
"142","10","14","2021-10-17 14:30:01"
"143","5","19","2021-10-17 14:30:01"
"144","37","9","2021-10-17 14:30:01"
"145","1","23","2021-10-17 14:30:01"
"146","3","32","2021-10-17 14:30:01"
"148","10","6","2021-10-17 14:30:01"
"149","7","11","2021-10-17 14:30:01"
"150","6","22","2021-10-17 14:30:01"
"151","6","19","2021-10-17 14:30:01"
"152","14","7","2021-10-17 14:30:01"
"153","10","15","2021-10-17 14:30:01"
"154","2","33","2021-10-17 14:30:01"
"155","0","19","2021-10-17 14:30:01"
"156","6","27","2021-10-17 14:30:01"
"157","19","15","2021-10-17 14:30:01"
"158","5","13","2021-10-17 14:30:01"
"160","1","19","2021-10-17 14:30:01"
"161","15","0","2021-10-17 14:30:01"
"162","2","17","2021-10-17 14:30:01"
"163","1","24","2021-10-17 14:30:01"
"164","0","15","2021-10-17 14:30:01"
"165","2","13","2021-10-17 14:30:01"
"166","11","15","2021-10-17 14:30:01"
"167","16","2","2021-10-17 14:30:01"
"168","1","17","2021-10-17 14:30:01"
"169","7","10","2021-10-17 14:30:01"
"170","11","18","2021-10-17 14:30:01"
"171","1","13","2021-10-17 14:30:01"
"172","14","5","2021-10-17 14:30:01"
"173","12","2","2021-10-17 14:30:01"
"175","19","32","2021-10-17 14:30:01"
"176","1","21","2021-10-17 14:30:01"
"177","11","13","2021-10-17 14:30:01"
"178","2","17","2021-10-17 14:30:01"
"180","13","3","2021-10-17 14:30:01"
"181","8","11","2021-10-17 14:30:01"
"182","8","10","2021-10-17 14:30:01"
"183","1","21","2021-10-17 14:30:01"
"184","5","29","2021-10-17 14:30:01"
"185","0","12","2021-10-17 14:30:01"
"186","1","15","2021-10-17 14:30:01"
"187","1","24","2021-10-17 14:30:01"
"188","1","17","2021-10-17 14:30:01"
"189","5","13","2021-10-17 14:30:01"
"190","0","21","2021-10-17 14:30:01"
"191","1","32","2021-10-17 14:30:01"
"192","16","0","2021-10-17 14:30:01"
"193","20","40","2021-10-17 14:30:01"
"194","38","17","2021-10-17 14:30:01"
"195","3","25","2021-10-17 14:30:01"
"196","3","14","2021-10-17 14:30:01"
"197","26","1","2021-10-17 14:30:01"
"199","6","18","2021-10-17 14:30:01"
"200","1","13","2021-10-17 14:30:01"
"201","2","14","2021-10-17 14:30:01"
"202","2","33","2021-10-17 14:30:01"
"203","1","14","2021-10-17 14:30:01"
"204","0","18","2021-10-17 14:30:01"
"206","23","13","2021-10-17 14:30:01"
"207","9","8","2021-10-17 14:30:01"
"208","0","20","2021-10-17 14:30:01"
"209","7","23","2021-10-17 14:30:01"
"210","6","15","2021-10-17 14:30:01"
"211","30","3","2021-10-17 14:30:01"
"212","7","10","2021-10-17 14:30:01"
"213","2","34","2021-10-17 14:30:01"
"214","9","22","2021-10-17 14:30:01"
"215","4","50","2021-10-17 14:30:01"
"216","5","24","2021-10-17 14:30:01"
"217","14","2","2021-10-17 14:30:01"
"218","11","8","2021-10-17 14:30:01"
"219","9","19","2021-10-17 14:30:01"
"220","4","22","2021-10-17 14:30:01"
"221","4","12","2021-10-17 14:30:01"
"222","2","41","2021-10-17 14:30:01"
"223","9","15","2021-10-17 14:30:01"
"224","1","16","2021-10-17 14:30:01"
"225","9","21","2021-10-17 14:30:01"
"226","13","11","2021-10-17 14:30:01"
"227","4","18","2021-10-17 14:30:01"
"228","13","25","2021-10-17 14:30:01"
"229","19","25","2021-10-17 14:30:01"
"230","9","22","2021-10-17 14:30:01"
"231","3","28","2021-10-17 14:30:01"
"232","1","15","2021-10-17 14:30:01"
"233","22","0","2021-10-17 14:30:01"
"234","9","14","2021-10-17 14:30:01"
"235","18","18","2021-10-17 14:30:01"
"237","16","13","2021-10-17 14:30:01"
"238","0","30","2021-10-17 14:30:01"
"239","11","14","2021-10-17 14:30:01"
"240","11","3","2021-10-17 14:30:01"
"242","1","21","2021-10-17 14:30:01"
"243","17","7","2021-10-17 14:30:01"
"244","2","16","2021-10-17 14:30:01"
"245","10","19","2021-10-17 14:30:01"
"246","1","38","2021-10-17 14:30:01"
"247","2","47","2021-10-17 14:30:01"
"248","20","4","2021-10-17 14:30:01"
"249","22","20","2021-10-17 14:30:01"
"250","4","6","2021-10-17 14:30:01"
"251","14","20","2021-10-17 14:30:01"
"252","28","1","2021-10-17 14:30:01"
"253","3","26","2021-10-17 14:30:01"
"254","2","16","2021-10-17 14:30:01"
"255","12","10","2021-10-17 14:30:01"
"257","6","8","2021-10-17 14:30:01"
"258","12","11","2021-10-17 14:30:01"
"259","11","4","2021-10-17 14:30:01"
"260","14","3","2021-10-17 14:30:01"
"261","0","15","2021-10-17 14:30:01"
"262","7","28","2021-10-17 14:30:01"
"263","15","6","2021-10-17 14:30:01"
"264","3","17","2021-10-17 14:30:01"
"265","1","16","2021-10-17 14:30:01"
"266","19","21","2021-10-17 14:30:01"
"267","1","20","2021-10-17 14:30:01"
"268","23","6","2021-10-17 14:30:01"
